upstart_id	freebase_id	confidence
667	/m/05qht0	1.3801
668	/m/06zld22	1.4092
669	/m/01pcj4	1.4362
670	/m/017f70	1.421
671	/m/09kc3x	1.3279
672	/m/01ym0s	1.3337
673	/m/01vc5m	1.398
674	/m/0clvmfg	1.2498
675	/m/0cfrlz	1.3867
676	/m/02q6s8y	1.3625
677	/m/043pq8	1.371
678	/m/04zxv42	1.301
679	/m/08qpcx	1.343
680	/m/01b1n6	1.2073
681	/m/08nv9_	1.3555
682	/m/05dgsg	1.3419
683	/m/0clvxbt	1.1564
684	/m/06q5qh	1.4174
685	/m/03b22g	1.435
686	/m/06r7w7	1.3447
687	/m/02w7z0	1.3568
688	/m/06dk9b	1.3509
689	/m/01mrz_	1.4057
690	/m/041pc1	1.335
691	/m/02m0b0	1.3822
692	/m/02jw3n	1.3806
693	/m/0dgsbz	0.5124
694	/m/0dgsbz	1.1571
695	/m/02g839	1.5524
696	/m/04ly5_	1.1452
697	/m/02_y3f	1.1685
698	/m/028q6g	1.3656
699	/m/03gc98	1.0875
700	/m/02qdk1	0.5124
701	/m/02n63s	1.4361
702	/m/05k9r	1.4558
703	/m/04p2fb	1.3782
704	/m/074qs3	1.4527
705	/m/089sw5	1.3229
706	/m/0clvmp_	1.3205
707	/m/01r3q2	1.3279
708	/m/04vzlp	1.4479
709	/m/01fsvn	1.3605
710	/m/05lly5	1.3224
711	/m/04l6zv	1.3856
712	/m/08h3g3	1.3316
713	/m/04qw_y	1.2982
714	/m/0clvpvv	1.4001
715	/m/0clvpwh	1.3465
716	/m/02hq70	1.4234
717	/m/01yqqv	1.4251
718	/m/0gls7b5	1.2743
719	/m/02x30g6	1.3181
720	/m/05k59r	1.3465
721	/m/07jnq6	1.3137
722	/m/09fgnr	1.3263
723	/m/0c3408	1.3752
724	/m/0bshff	1.3919
725	/m/0d0hcd	1.3004
726	/m/02hr88	1.3498
727	/m/035p0k	1.2932
728	/m/02k2k5	1.5762
729	/m/02nf69	1.6186
730	/m/0234p2	1.3918
731	/m/05cj27	1.3178
732	/m/02qkqty	1.3539
733	/m/01g7_r	1.4988
734	/m/0cjp64	1.3876
735	/m/02m0jc	1.3045
736	/m/03hm4s7	1.3872
737	/m/05_g5z	1.338
738	/m/08zb5k	1.1299
739	/m/02zd460	1.4191
740	/m/0473m9	1.5124
741	/m/03sr59	1.4478
742	/m/015zyd	1.5537
743	/m/024nfp	1.4252
744	/m/033w6q	1.407
745	/m/033w82	1.5169
746	/m/033w93	1.5628
747	/m/064b41	1.4389
748	/m/025yqr_	1.4176
749	/m/08h7d0	1.315
750	/m/07tg4	1.429
751	/m/03j0mh	1.3488
752	/m/06r8w8	1.3842
753	/m/05_xzh	1.3503
754	/m/02fgth	1.4041
755	/m/04nbj9	1.3592
756	/m/045mcb	1.358
757	/m/04j0sg	1.3016
758	/m/091tzl	1.3984
759	/m/043r19	1.3031
760	/m/01dq0z	1.4571
761	/m/043pxz	1.3753
762	/m/04_tfk	1.3238
763	/m/03k_nm	1.3639
764	/m/03k_nm	1.3725
765	/m/04r3nv	1.3813
766	/m/01lm5g	1.3701
767	/m/02m0n2	1.4054
768	/m/0979qq	1.3528
769	/m/0gtc94	1.3179
770	/m/0ctlf5	1.398
771	/m/038hyp	1.3501
772	/m/045cnw	1.4557
773	/m/0bwn_9	1.3563
774	/m/07w91d	1.3398
775	/m/029x9w	1.3598
776	/m/08lkxz	1.407
777	/m/077wwj	1.2385
778	/m/05th6q	1.4504
779	/m/0kf8y	1.4505
780	/m/04344j	1.3918
781	/m/01xt68	1.4073
782	/m/0bjhg4	1.3811
783	/m/036h3c	1.4062
784	/m/02mds5	1.3421
785	/m/01bzs9	1.4055
786	/m/04p_hy	1.4364
787	/m/05sfz3	1.4923
788	/m/02j05b	1.4298
789	/m/0m49v	1.3498
790	/m/04sg5j	1.4017
791	/m/01kkxg	1.411
792	/m/05hfr5	1.4425
793	/m/0c42mx	1.3307
794	/m/05d0s8	1.337
795	/m/03_3qn	1.3118
796	/m/02dc89	1.4147
797	/m/03m90h	1.4382
798	/m/0b41c_	1.3863
799	/m/03hk1nt	1.3974
800	/m/0clvw_n	1.3828
801	/m/06r7yc	1.3361
802	/m/05cps0	1.4148
803	/m/02l8j1	1.3324
804	/m/066sw3	1.4128
805	/m/0bx7zv	1.4353
806	/m/0c74cq	1.3702
807	/m/0dz693	1.3062
808	/m/0clvqj8	1.3462
809	/m/05r6r4	1.3966
810	/m/06mvyf	1.4165
811	/m/02qp20	1.3551
812	/m/039npp	1.3364
813	/m/09z_cn	1.4016
814	/m/04ysxx	1.3932
815	/m/02l_fs	1.3592
816	/m/025zb9w	1.4363
817	/m/052nx	1.1161
818	/m/03fq2s	1.3833
819	/m/0cfrl8	1.4318
820	/m/0ft4_4	1.2065
821	/m/06kjhz	1.4104
822	/m/01r3ts	1.2164
823	/m/025yqr_	1.342
824	/m/01clyb	1.3536
825	/m/06vrvp	1.4136
826	/m/04vc9b	1.4523
827	/m/0268cl	1.325
828	/m/02c9dj	1.5585
829	/m/0c2bq8	1.2809
830	/m/0c_5g9	1.3942
831	/m/0d17b8	1.199
832	/m/03frjr	1.17
833	/m/0cp9z9_	1.3056
834	/m/01w5m	1.4528
835	/m/0bfy1v	1.4453
836	/m/02zjkd	1.4246
837	/m/0clvqk4	1.2634
838	/m/044ksv	1.3454
839	/m/0brwpd	1.1098
840	/m/03pdkj	1.0709
841	/m/04nrt9	1.1683
842	/m/05t1hx	1.1476
843	/m/09hh3g	1.2219
844	/m/05l0sm	1.4255
845	/m/0bsnm	1.1843
846	/m/0gdp4m	1.4046
847	/m/06ctkk	1.3927
848	/m/03xmw7	1.4051
849	/m/03n_9g	1.4095
850	/m/06rpcp	1.3316
851	/m/042kqd	1.4302
852	/m/0cqk70	1.2216
853	/m/07005y	1.4571
854	/m/04dg58	1.3329
855	/m/01d6j2	1.4143
856	/m/033yz0	1.3305
857	/m/0clvqjh	1.2365
858	/m/037njl	1.4431
859	/m/08jsc3	1.2903
860	/m/066zpm	1.3094
861	/m/036921	1.4531
862	/m/025yrb6	1.3908
863	/m/02srgx	1.3652
864	/m/02g0gf	1.3668
865	/m/01vg13	1.4014
